City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,al wajh,26.2455,36.4525,33.97,38,0,4.63,SA,1717950995
368,letlhakane,-21.4167,25.5833,13.97,47,0,4.72,BW,1717950995
369,richfield,44.8833,-93.283,21.79,41,20,9.26,US,1717950905
370,saldanha,-33.0117,17.9442,18.03,69,7,4.9,ZA,1717950888
371,vakarai,55.6035,23.8213,16.29,67,32,3.73,LT,1717950995
372,lao cai,22.4833,103.95,24.48,99,100,0.24,VN,1717950995
373,port moresby,-9.4431,147.1797,24.43,91,14,4.53,PG,1717950995
374,atafu village,-8.5421,-172.5159,28.3,74,100,3.86,TK,1717950877
375,erenhot,43.6475,111.9767,24.53,20,66,4.51,CN,1717950996
376,gornozavodsk,58.3758,58.3211,10.46,95,75,1.26,RU,1717950996
377,morehead city,34.7229,-76.726,33.33,69,0,6.17,US,1717950868
378,laizhou,37.1717,119.9214,23.78,46,100,2.25,CN,1717950996
379,colonia,50.9333,6.95,21.01,38,0,4.12,DE,1717950946
380,valle hermoso,25.6667,-97.8333,33.94,43,0,7.56,MX,1717950904
381,qarazhal,48.0078,70.7903,23.2,49,87,7.85,KZ,1717950996
382,mangrol,21.1167,70.1167,29.87,79,64,4.79,IN,1717950996
383,moyale,3.5167,39.0584,22.45,62,89,1.37,KE,1717950996
384,westport,41.1415,-73.3579,23.09,76,100,2.68,US,1717950984
385,qingnian,36.8456,115.7117,27.82,25,75,2.77,CN,1717950997
386,pombal,-6.7703,-37.8017,32.69,38,59,4.53,BR,1717950997
387,pamanukan,-6.2842,107.8106,25.18,89,15,2.05,ID,1717950997
388,rahuri,19.3833,74.65,23.56,91,99,4.59,IN,1717950997
389,lihue,21.9789,-159.3672,23.77,82,100,4.12,US,1717950880
390,solok,-0.7918,100.6593,24.53,92,76,1.08,ID,1717950997
391,al ghayzah,16.2079,52.176,30.85,75,3,5.21,YE,1717950997
392,losone,46.1687,8.7593,22.99,91,20,1.03,CH,1717950998
393,ust'-talovka,50.5493,81.85,19.69,82,26,1.55,KZ,1717950998
394,khorugh,37.4897,71.553,12.05,55,36,2.38,TJ,1717950998
395,rabo de peixe,37.8,-25.5833,19.73,99,40,5.14,PT,1717950998
396,kandi,11.1342,2.9386,37.64,29,12,0.96,BJ,1717950998
397,carapelle,41.3652,15.6938,29.14,45,0,6.69,IT,1717950998
398,leava,-14.3,-178.1667,27.03,74,87,8.09,WF,1717950998
399,salekhard,66.53,66.6019,10.22,60,98,3.13,RU,1717950881
400,kota belud,6.351,116.4305,25.2,90,100,1.98,MY,1717950773
401,cova figueira,14.8905,-24.2934,19.47,74,0,7.68,CV,1717950998
402,vasyurinskaya,45.1181,39.424,21.58,73,100,3.88,RU,1717950998
403,shakiso,5.75,38.9167,16.15,93,99,1.21,ET,1717950999
404,menongue,-14.6585,17.691,19.6,28,32,2.41,AO,1717950999
405,kapuskasing,49.4169,-82.4331,8.05,93,100,7.2,CA,1717950881
406,sogndal,61.2283,7.1003,10.21,81,75,2.06,NO,1717950999
407,elliot,-31.3333,27.85,7.89,58,0,2.32,ZA,1717950999
408,mawlaik,23.6333,94.4167,26.14,77,65,0.54,MM,1717950999
409,songjianghe,42.1859,127.479,9.26,96,1,2.01,CN,1717950999
410,corral de bustos,-33.2821,-62.1846,24.41,50,0,8.33,AR,1717950999
411,fale old settlement,-9.3852,-171.2468,28.75,71,99,4.0,TK,1717950999
412,vadso,70.0744,29.7487,7.49,87,75,5.14,NO,1717950999
413,az zuwaytinah,30.9522,20.1202,24.85,59,0,6.92,LY,1717950893
414,lisieux,49.1667,0.1667,17.73,69,8,4.98,FR,1717951000
415,ippy,6.2679,21.2247,21.94,95,89,2.19,CF,1717951000
416,hammerfest,70.6634,23.6821,14.25,62,0,4.63,NO,1717951000
417,sandnessjoen,66.0217,12.6316,18.29,51,0,4.63,NO,1717950881
418,akita,39.7167,140.1167,17.73,93,100,1.76,JP,1717951000
419,rada tilly,-45.9333,-67.5333,10.27,87,40,2.06,AR,1717951000
420,alexandria,31.2156,29.9553,24.3,72,0,6.11,EG,1717950866
421,magistral'nyy,56.1725,107.4458,12.43,52,100,1.07,RU,1717951000
422,naryn,41.4287,75.9911,12.96,58,84,2.13,KG,1717951001
423,tazacorte,28.629,-17.9293,22.86,79,75,3.6,ES,1717950886
424,palmer,42.1584,-72.3287,14.75,82,100,3.09,US,1717951001
425,arkalyk,50.2486,66.9114,23.97,54,35,3.99,KZ,1717951001
426,illizi,26.4833,8.4667,41.89,5,0,6.43,DZ,1717950889
427,taroudant,30.4703,-8.877,25.51,43,8,9.77,MA,1717951001
428,nawabganj,24.5911,88.271,33.82,57,4,8.3,BD,1717951001
429,malmberget,67.1753,20.6549,15.31,39,0,5.14,SE,1717951001
430,boquira,-12.8231,-42.7306,32.0,27,39,4.55,BR,1717951001
431,vangaindrano,-23.35,47.6,17.98,82,100,4.68,MG,1717951001
432,tabas,33.5959,56.9244,33.49,9,0,5.31,IR,1717951002
433,kosan,38.8558,127.4181,17.35,97,8,2.84,KP,1717951002
434,shippensburg,40.0507,-77.5203,24.62,60,66,3.58,US,1717951002
435,deqen,29.9618,90.7188,12.48,59,59,2.11,CN,1717951002
436,hithadhoo,-0.6,73.0833,28.7,72,100,2.39,MV,1717950873
437,firuzabad,28.8438,52.5707,27.75,30,14,1.46,IR,1717951002
438,vacaria,-28.5122,-50.9339,21.13,70,32,4.76,BR,1717950843
439,bochum,51.4833,7.2167,20.76,40,64,1.79,DE,1717950966
440,chita,52.0333,113.55,10.94,94,72,1.0,RU,1717951002
441,mairang,25.5667,91.6333,17.7,71,41,2.08,IN,1717951003
442,freetown,8.484,-13.2299,29.84,70,75,5.66,SL,1717951003
443,fort bragg,35.139,-79.006,33.23,43,20,3.6,US,1717950888
444,lodja,-3.4833,23.4333,25.39,37,70,0.79,CD,1717951003
445,battle ground,45.7809,-122.5334,19.38,79,100,1.79,US,1717951003
446,kailua-kona,19.6406,-155.9956,25.33,90,40,1.54,US,1717950958
447,doka,13.5167,35.7667,22.97,82,82,11.6,SD,1717951003
448,aykhal,66.0,111.5,15.24,35,61,3.02,RU,1717951003
449,vilyuchinsk,52.9306,158.4028,12.15,88,99,3.88,RU,1717950875
450,alegrete,-29.7831,-55.7919,25.49,69,62,7.33,BR,1717951004
451,sisimiut,66.9395,-53.6735,1.87,98,100,1.58,GL,1717951004
452,lockhart,28.6194,-81.4426,35.08,53,20,2.06,US,1717951004
453,general mosconi,-23.1851,-62.303,34.19,25,70,9.61,AR,1717951004
454,maragogi,-9.0122,-35.2225,27.17,72,26,5.76,BR,1717951004
455,macon,39.8667,-88.9668,25.7,60,0,3.6,US,1717951004
456,praia da vitoria,38.7333,-27.0667,22.14,68,20,4.72,PT,1717951004
457,sakakah,29.9697,40.2064,39.76,9,0,3.64,SA,1717951004
458,port saint john's,-31.6229,29.5448,17.67,70,0,3.56,ZA,1717951004
459,ordynskoye,54.3656,81.8994,11.75,85,20,0.88,RU,1717951004
460,saint-joseph,-21.3667,55.6167,22.21,81,33,5.18,RE,1717950956
461,daru,-9.0763,143.2092,25.89,87,97,7.62,PG,1717951005
462,muroto-misakicho,33.2833,134.15,20.68,85,100,6.0,JP,1717951005
463,san antonio de pale,-1.4014,5.6325,25.1,79,70,4.73,GQ,1717950887
464,umuarama,-23.7664,-53.325,30.49,31,67,8.01,BR,1717950812
465,dowlatabad,32.7998,51.6955,26.82,14,20,4.12,IR,1717951005
466,mpika,-11.8343,31.4529,12.46,91,59,2.36,ZM,1717951005
467,quelimane,-17.8786,36.8883,20.97,94,75,4.71,MZ,1717951005
468,arica,-18.475,-70.3042,19.13,63,100,1.54,CL,1717950926
469,aligudarz,33.4006,49.6949,21.66,30,73,5.39,IR,1717951005
470,banyo,6.75,11.8167,20.17,94,86,1.92,CM,1717951006
471,kosh-agach,50.0,88.6667,14.61,57,75,2.24,RU,1717951006
472,gondar,12.6,37.4667,17.82,69,96,3.72,ET,1717951006
473,portland,45.5234,-122.6762,20.36,70,75,2.57,US,1717950716
474,severnoye,56.3491,78.3619,12.21,74,15,1.79,RU,1717951006
475,kismayo,-0.3582,42.5454,26.14,76,64,8.03,SO,1717951006
476,sao tome,0.3365,6.7273,28.02,74,75,6.17,ST,1717951006
477,carboneras,37.0015,-1.9213,24.62,47,100,8.0,ES,1717951006
478,port shepstone,-30.7414,30.455,17.41,72,0,5.02,ZA,1717951006
479,teguise,29.0605,-13.564,22.12,60,40,3.09,ES,1717951006
480,punta del este,-34.9667,-54.95,25.06,77,75,8.75,UY,1717951006
481,al kharijah,25.4514,30.5464,34.31,13,0,4.59,EG,1717951007
482,chilliwack,49.1747,-121.9443,20.99,62,97,1.54,CA,1717950958
483,utrik,11.2278,169.8474,28.37,80,78,6.04,MH,1717950881
484,petrovsk,52.3064,45.3917,19.02,70,7,1.32,RU,1717951007
485,saipan,15.1355,145.701,28.39,78,20,3.6,MP,1717951007
486,charters towers,-20.1,146.2667,9.61,74,0,1.33,AU,1717951007
487,port augusta,-32.5,137.7667,13.77,49,100,3.13,AU,1717951008
488,ciudad acuna,29.3232,-100.9522,30.32,62,40,5.66,MX,1717951008
489,hollins,37.3413,-79.9431,28.7,59,75,7.2,US,1717951008
490,ban ko kaeo,7.936,98.3966,30.0,74,99,7.6,TH,1717951008
491,chadron,42.8294,-102.9999,22.2,51,0,5.66,US,1717951008
492,saint-francois,46.4154,3.9054,17.69,73,100,5.14,FR,1717951008
493,muisne,0.6,-80.0333,24.61,87,100,5.3,EC,1717950880
494,cole harbour,44.6724,-63.4751,21.09,71,71,7.72,CA,1717950765
495,akdepe,42.0551,59.3788,32.05,27,84,8.01,TM,1717951008
496,taunggyi,20.7833,97.0333,21.54,87,100,1.33,MM,1717951008
497,usogorsk,63.4106,48.6872,15.37,89,100,2.43,RU,1717951009
498,chinsali,-10.5414,32.0816,15.75,75,83,3.96,ZM,1717951009
499,ciudad bolivar,8.1222,-63.5497,32.63,54,99,2.53,VE,1717950742
500,kununurra,-15.7667,128.7333,12.99,88,49,0.0,AU,1717950969
501,castelo do piaui,-5.3222,-41.5525,31.91,43,94,2.29,BR,1717951009
502,necochea,-38.5473,-58.7368,15.05,95,100,7.77,AR,1717950878
503,buchanan,5.8808,-10.0467,27.68,80,64,3.46,LR,1717951009
504,safonovo,55.15,33.2167,16.06,75,100,2.35,RU,1717951009
505,hwasun,35.0594,126.985,16.17,87,79,0.54,KR,1717951009
506,mahina,-17.5065,-149.489,25.87,83,75,1.54,PF,1717950896
507,lamu,-2.2717,40.902,26.13,76,45,8.03,KE,1717951009
508,ouani,-12.1322,44.4258,26.16,71,99,6.04,KM,1717951010
509,komsomolsk-on-amur,50.552,137.0152,13.88,95,99,1.32,RU,1717950913
510,coari,-4.085,-63.1414,31.17,58,38,1.18,BR,1717950958
511,kathmandu,27.7167,85.3167,25.12,78,20,2.06,NP,1717951068
512,mukalla,14.5425,49.1242,31.23,72,79,2.27,YE,1717950956
513,amble,55.3333,-1.5833,14.08,58,75,2.06,GB,1717951010
514,kruisfontein,-34.0033,24.7314,11.6,82,0,1.54,ZA,1717950879
515,nogliki,51.8333,143.1667,9.08,85,100,3.58,RU,1717950950
516,alice springs,-23.7,133.8833,5.75,93,0,0.0,AU,1717950884
517,badr hunayn,23.7829,38.7905,33.98,36,3,0.73,SA,1717951011
518,atalaia,-9.5019,-36.0228,28.28,85,37,4.67,BR,1717951011
519,torghay,49.6339,63.4981,23.87,56,52,4.25,KZ,1717951011
520,ola,59.5833,151.2833,5.08,92,100,1.96,RU,1717950789
521,saurimo,-9.6608,20.3916,21.88,31,35,1.67,AO,1717950880
522,axim,4.8699,-2.2405,27.08,81,98,3.73,GH,1717950951
523,claremore,36.3126,-95.6161,26.9,81,0,4.12,US,1717951011
524,callao,-12.0667,-77.15,20.79,77,100,3.6,PE,1717951011
525,grenade,37.25,-3.25,21.97,45,88,4.54,ES,1717951011
526,garoua boulai,5.8833,14.55,19.39,95,94,4.94,CM,1717951012
527,sao raimundo nonato,-9.0153,-42.6994,33.53,31,34,4.45,BR,1717951012
528,the pas,53.8251,-101.2541,11.01,62,40,4.12,CA,1717951012
529,el calafate,-50.3408,-72.2768,1.89,99,100,1.67,AR,1717950985
530,sambava,-14.2667,50.1667,23.8,73,66,7.68,MG,1717951012
531,kavieng,-2.5744,150.7967,28.16,80,82,2.5,PG,1717950952
532,pagar alam,-4.0167,103.2667,20.68,97,100,1.22,ID,1717950772
533,kampene,-3.6,26.6667,24.47,46,45,0.23,CD,1717951012
534,ed damer,17.5928,33.9592,41.01,15,1,4.71,SD,1717951012
535,akarp,58.2333,13.65,12.71,84,74,6.87,SE,1717951012
536,dijkot,31.2167,72.9833,34.1,26,45,3.02,PK,1717951013
537,ambovombe,-25.1667,46.0833,17.52,69,98,7.05,MG,1717951013
538,poronaysk,49.2167,143.1167,8.37,95,100,0.82,RU,1717951013
539,quellon,-43.1167,-73.6167,11.51,84,97,5.22,CL,1717950776
540,naha,26.2125,127.6811,24.95,96,20,1.54,JP,1717951013
541,taos,36.4072,-105.5731,25.67,35,0,1.54,US,1717951013
542,sarkand,45.41,79.9186,21.91,45,75,3.81,KZ,1717950799
543,ha giang,22.8333,104.9833,24.34,98,100,0.36,VN,1717951013
544,airuk,7.2772,168.8203,28.39,79,86,5.81,MH,1717951014
545,alliance,40.9153,-81.1059,22.58,60,16,5.94,US,1717951014
546,kupang,-10.1667,123.5833,25.32,94,0,2.57,ID,1717951014
547,bahia blanca,-38.7196,-62.2724,18.61,70,100,6.28,AR,1717950932
548,jurilovca,44.7667,28.8667,27.05,69,98,7.04,RO,1717951014
549,rio branco,-9.9747,-67.81,33.34,52,40,3.09,BR,1717951014
550,maisi,43.0395,41.2621,15.67,98,68,1.43,GE,1717951014
551,anna regina,7.2644,-58.5077,26.9,79,100,3.45,GY,1717951014
552,tenno,39.9,139.9667,17.65,94,100,2.18,JP,1717951014
553,mermoz boabab,14.7065,-17.4758,29.31,69,40,2.06,SN,1717951015
554,al mindak,20.1588,41.2834,32.78,40,9,0.49,SA,1717950896
555,margate,51.3813,1.3862,17.17,56,70,3.13,GB,1717951015
556,le port,-20.9373,55.2919,23.0,78,10,1.89,RE,1717951015
557,chernyshevskiy,63.0128,112.4714,9.63,78,10,2.0,RU,1717950875
558,edna,28.9786,-96.6461,33.95,38,0,5.66,US,1717951015
559,gloucester point,37.254,-76.4969,32.21,48,0,6.69,US,1717951015
560,petrolina,-9.3986,-40.5008,31.03,45,20,6.69,BR,1717950754
561,arno,60.1167,18.6333,9.32,66,89,5.37,SE,1717951015
562,shahrud,36.4182,54.9763,28.29,17,4,0.74,IR,1717951015
563,san andres,12.5847,-81.7006,32.01,74,20,2.57,CO,1717950897
564,topchikha,52.8192,83.1185,15.2,89,35,3.3,RU,1717951016
565,spring creek,40.7266,-115.5859,25.45,40,41,1.8,US,1717951016
566,kota kinabalu,5.9749,116.0724,27.99,83,20,1.54,MY,1717950770
567,valparaiso,-33.0393,-71.6273,16.19,76,40,4.12,CL,1717950935
568,tofol,5.3248,163.0078,28.98,77,78,6.42,FM,1717951016
569,walvis bay,-22.9575,14.5053,22.08,33,35,4.14,NA,1717950964
570,hradec kralove,50.2092,15.8328,23.94,60,100,1.84,CZ,1717950774
571,remire-montjoly,4.9167,-52.2667,28.02,83,25,1.54,GF,1717950883
572,cataingan,12.003,123.992,27.7,83,90,2.44,PH,1717951016
573,kirensk,57.7853,108.1119,10.54,66,9,1.79,RU,1717951016
574,as saffaniyah,27.9708,48.73,31.49,62,0,4.36,SA,1717951017
575,wickenburg,33.9686,-112.7296,33.02,17,70,5.0,US,1717951017
576,namibe,-15.1961,12.1522,20.86,80,2,2.98,AO,1717950955
577,gorgan,36.8387,54.4348,25.98,65,0,4.12,IR,1717951017
578,quillacollo,-17.4,-66.2833,23.04,10,96,0.0,BO,1717951017
579,pacific grove,36.6177,-121.9166,16.33,84,75,2.57,US,1717950882
580,inhambane,-23.865,35.3833,17.99,94,75,1.54,MZ,1717951017
581,lauro de freitas,-12.8944,-38.3272,28.01,74,75,6.69,BR,1717950800
582,new norfolk,-42.7826,147.0587,6.51,80,35,2.04,AU,1717951017
583,mossel bay,-34.1831,22.146,12.96,81,1,3.15,ZA,1717951017
584,bac kan,22.1333,105.8333,24.38,100,99,0.51,VN,1717951018
